Description,Analysis results,Description Translated,Description Cleaned Translated
"@bootlitico No necesariamente yo he conocido a inmigrantes africanos cristanos llegados en patera... 
El problema es que la mayoría de los musulmanes creen en Dios y son practicantes. Aqui la mayoría pasa ya de iglesias y de Dios. Quizás eso es lo que les fastidia a muchos.",0,"@bootlitico I have not necessarily met Christian African immigrants who arrived by boat...
The problem is that most Muslims believe in God and are practicing. Here the majority already ignores churches and God. Maybe that's what bothers many people.","I have not necessarily met Christian African immigrants who arrived by boat. ..
The problem is that most Muslims believe in God and are practicing. Here the majority already ignores churches and God. Maybe that's what bothers many people."
"@luisfcocabezas vivi relativamente cerca, yo vivi en un edificio que esta en la Av Teresa de la parra en santa Mónica , y mi papá un  inmigrante chino, su primer trabajo fue en el restaurante Asia actualmente cerrado que quedaba cerca de la heladería crema paraíso",0,"@luisfco Cabezas I lived relatively close, I lived in a building that is on Teresa de la Parra Avenue in Santa Monica, and my father was a Chinese immigrant, his first job was at the currently closed Asia restaurant that was near the cream paradise ice cream parlor","I lived relatively close, I lived in a building that is on Teresa de la Parra Avenue in Santa Monica, and my father, a Chinese immigrant, his first job was at the currently closed Asia restaurant that was near the cream paradise ice cream parlor."
"Menos mal que hay gente sensata en la mesa de @navedelmisterio para no hacer demagogia contra los inmigrantes que vienen en patera Buff, cómo dice la contertulia es una situación muy compleja y hay tantas situaciones como personas que van a buscar una vida mejor",0,"Thank goodness there are sensible people at the @navedelmisterio table to not demagogue the immigrants who come by boat Buff, as the conversation says, it is a very complex situation and there are as many situations as there are people who are going to look for a better life","Thank goodness there are sensible people at the table to avoid demagoguery against the immigrants who come in boats. Buff, as the conversation says, it is a very complex situation and there are as many situations as there are people who are going to look for a better life."
"#CuartoMilenio  Porque tuve hambre, y me disteis de comer; tuve sed, y me disteis de beber; fui forastero, y me recogisteis.
Mt. 25 : 35
Forestero o inmigrante, da igual el vocablo.",0,"#FourthMillennium  Because I was hungry, and you gave me food; I was thirsty, and you gave me drink; I was a stranger, and you took me in.
Mt. 25: 35
Forester or immigrant, the word doesn't matter.","Because I was hungry, and you gave me food; I was thirsty, and you gave me drink; I was a stranger, and you took me in.
Mt. 25:35
Forester or immigrant, the word doesn't matter."
"@Gabrielhpereyra Sabés qué es lo peor en esto Gabriel? Que NADIE ha tratado de resolver el PORQUÉ esos inmigrantes prefieren tirarse a un barco (patera) antes que permanecer en su tierra!? Ahí las superpotencias todopoderosas no se meten. Sí lo hacen con Venezuela, Siria, etc.($$$$). Y lo PEOR es",0,"@Gabrielhpereyra Do you know what is the worst thing about this Gabriel? That NO ONE has tried to solve WHY those immigrants prefer to jump on a boat (patera) rather than stay in their land!? The all-powerful superpowers do not interfere there. Yes they do it with Venezuela, Syria, etc.($$$$). And the WORST is","Do you know what the worst thing about this is, Gabriel? That NO ONE has tried to solve WHY those immigrants prefer to jump on a boat (patera) rather than stay in their land!? The all-powerful superpowers do not interfere there. Yes they do it with Venezuela, Syria, etc. ($$$$). And the WORST is"
"Buen artículo del https://t.co/wqXiNBPxt6 sobre la emigración de los jóvenes a Europa y las dificultades para establecerse queriendo trabajar y estudiar.
@olgarodriguezfr @eldiarioes 
https://t.co/s3KJzP5lye",0,"Good article from https://t.co/wqXiNBPxt6 about the emigration of young people to Europe and the difficulties of establishing themselves wanting to work and study.
@olgarodriguezfr @eldiarioes
https://t.co/s3KJzP5lye","Good article about the emigration of young people to Europe and the difficulties of establishing themselves wanting to work and study.
@olgarodriguezfr"
@debacuarentofa El canal de Youtube de DW documental en español es una animalada. Hay uno de una viejita que fue parte de las juventudes hitlerianas y ahora comparte su departamento de Berlín con un inmigrante musulmán.,0,@debacuarentofa The YouTube channel of DW documentary in Spanish is an animal. There is one about an old lady who was part of the Hitler Youth and now shares her Berlin apartment with a Muslim immigrant.,The DW documentary YouTube channel in Spanish is crazy. There is one about an old lady who was part of the Hitler Youth and now shares her Berlin apartment with a Muslim immigrant.
"Muere una personas migrante por hipotermia tras ser atendido en el Hospital de #Motril (#Granada).

https://t.co/zFqkicIEJy

#MásManosMásVidas
#NoMásRecortesEnSasemar 
#SalvamentoPúblicoyCivil",0,"A migrant dies from hypothermia after being treated at the #Motril Hospital (#Granada).

https://t.co/zFqkicIEJy

#MoreHandsMoreLives
#NoMoreCutsInSasemar
#PublicandCivilRescue",A migrant dies from hypothermia after being treated at the Hospital of ().
"#Fuerteventura desvía a #Arguineguín la tercera patera del día con 60 personas migrantes.

https://t.co/gm9zZccrrr

#MásManosMásVidas
#NoMásRecortesEnSasemar 
#SalvamentoPúblicoyCivil",0,"#Fuerteventura diverts the third boat of the day to #Arguineguín with 60 migrants.

https://t.co/gm9zZccrrr

#MoreHandsMoreLives
#NoMoreCutsInSasemar
#PublicandCivilRescue",diverts the third boat of the day with 60 migrants.
"Trasladan al puerto de #Algeciras a siete personas migrantes rescatadas de una patera en el estrecho de #Gibraltar.

https://t.co/BipeM0kDCR

#MásManosMásVidas
#NoMásRecortesEnSasemar 
#SalvamentoPúblicoyCivil",0,"Seven migrants rescued from a boat in the Strait of #Gibraltar are transferred to the port of #Algeciras.

https://t.co/BipeM0kDCR

#MoreHandsMoreLives
#NoMoreCutsInSasemar
#PublicandCivilRescue",Seven migrants rescued from a boat in the Strait are transferred to the port.
"Trabajadores de @salvamentogob  rescata a otra patera con 32 personas migrantes de origen magrebí al sur de #GranCanaria.

https://t.co/hb91o7OFoR

#MásManosMásVidas
#NoMásRecortesEnSasemar 
#SalvamentoPúblicoyCivil",0,"Workers from @salvamentogob rescue another boat with 32 migrants of Maghreb origin in the south of #GranCanaria.

https://t.co/hb91o7OFoR

#MoreHandsMoreLives
#NoMoreCutsInSasemar
#PublicandCivilRescue",Workers rescue another boat with 32 migrants of Maghreb origin south of.
#AhoraSuena Chango Menas - El Sol #TodoMenosMiedo https://t.co/Z76IoL81Ac,0,#NowSounds Chango Menas - El Sol #EverythingLessFear https://t.co/Z76IoL81Ac,Chango Menas - The Sun
"Para organizadores que trabajan para la comunidad inmigrante de Nevada, la pandemia significa regresar a lo básico.

Vía @LuzGrayNV y @MichelleRindels

https://t.co/ZrzbWCfqGp",0,"For organizers working for Nevada's immigrant community, the pandemic means getting back to basics.

Via @LuzGrayNV and @MichelleRindels

https://t.co/ZrzbWCfqGp","For organizers working for Nevada's immigrant community, the pandemic means getting back to basics.
Via and"
"Cada día se hace más recurrente la frase de: ""no hay más nada que hacer. Qué se queden con el país destruído"" e irse lejos fuera de aquí y ser un inmigrante más",0,"Every day the phrase: ""there is nothing more to do. Let them stay with the destroyed country"" and go far away from here and be another immigrant becomes more recurrent.","Every day the phrase: ""there is nothing more to do. Let them stay with the destroyed country"" and go far away from here and be another immigrant becomes more recurrent."
"Se empieza a vacunar a la gente (evento Histórico) y los imbéciles habituales se quejan:
- De que una señora de noventaytantos diga ""Gracias a Dios""
- De que el Gobierno saque una foto de autobombo.
- De que la primera vacunada en Cataluña se apellide Perez y sea una inmigrante.",0,"People begin to be vaccinated (Historic event) and the usual idiots complain:
- For a woman in her nineties to say ""Thank God""
- That the Government takes a self-aggrandizing photo.
-That the first vaccinated in Catalonia has the last name Perez and she is an immigrant.","People begin to be vaccinated (Historic event) and the usual idiots complain:
- For a woman in her nineties to say ""Thank God""
- That the Government takes a self-aggrandizing photo.
-That the first vaccinated in Catalonia has the last name Perez and she is an immigrant."
"@aleiok Argentina es un país de inmigrantes, como lo es EEUU. La diferencia es que aca no los diferenciamos como por ej ""Italo americano"" o ""afro americano"" Aca son argentinos sin distinción alguna, por dios.. si hasta tenemos una fiesta nacional del inmigrante para tenerlos en cuenta",0,"@aleiok Argentina is a country of immigrants, like the US. The difference is that here we do not differentiate them as, for example, ""Italian American"" or ""African American."" Here they are Argentines without any distinction, for God's sake... we even have a national immigrant holiday to take them into account.","Argentina is a country of immigrants, like the US. The difference is that here we don't differentiate them as, for example, ""Italian American"" or ""Afro American."" Here they are Argentines without any distinction, for God's sake. . Yes, we even have a national immigrant holiday to take them into account."
"Bella ha dicho que está ""orgullosa de ser musulmana"" al reflexionar sobre la historia de su padre como inmigrante, devoto musulmán y exitoso empresario estadounidense cuando hablaba de su oposición a las políticas migratorias del presidente estadounidense Donald Trump. https://t.co/q3plPMwk9p",0,"Bella has said she is ""proud to be Muslim"" as she reflected on her father's history as an immigrant, devout Muslim and successful American businessman when speaking about his opposition to US President Donald Trump's immigration policies. https://t.co/q3plPMwk9p","Bella has said she is ""proud to be Muslim"" as she reflected on her father's history as an immigrant, devout Muslim and successful American businessman when speaking about his opposition to US President Donald Trump's immigration policies."
